obs,time,deployment,conductivity,date_time_string,dcl_controller_timestamp,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,temp,practical_salinity,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
0,3760389007.03,9,3.46108007431,empty,empty,3760391544.05,3760391545.18,3760389008.0,3760389007.03,port_timestamp,28.7929992676,10.4682998657,31.0475907067,1023.92545201,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
1,3760396205.13,9,3.45803999901,empty,empty,3760433551.72,3760433551.73,3760396205.0,3760396205.13,port_timestamp,29.216999054,10.4336996078,31.0466349196,1023.93241893,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
2,3760403406.75,9,3.44683003426,empty,empty,3760433551.72,3760433551.73,3760403407.0,3760403406.75,port_timestamp,29.6819992065,10.293800354,31.0540147755,1023.96357525,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
3,3760410606.9,9,3.44145011902,empty,empty,3760433551.72,3760433551.73,3760410608.0,3760410606.9,port_timestamp,30.5170001984,10.2370004654,31.0484230948,1023.97241127,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
4,3760417807.94,9,3.41582989693,empty,empty,3760433551.72,3760433551.73,3760417809.0,3760417807.94,port_timestamp,29.6350002289,9.82830047607,31.1423153713,1024.10832413,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
5,3760425004.5,9,3.41984009743,empty,empty,3760433551.72,3760433551.73,3760425006.0,3760425004.5,port_timestamp,29.232000351,10.0471000671,30.9947273559,1023.95591536,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
6,3760432207.34,9,3.43044996262,empty,empty,3760433551.72,3760433551.73,3760432209.0,3760432207.34,port_timestamp,29.6940002441,10.1930999756,30.9761368652,1023.91958774,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
7,3760439407.25,9,3.43443989754,empty,empty,3760477644.41,3760477644.43,3760439408.0,3760439407.25,port_timestamp,30.4200000763,10.2545003891,30.9633705975,1023.90280556,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
8,3760446607.83,9,3.42902994156,empty,empty,3760477644.41,3760477644.43,3760446609.0,3760446607.83,port_timestamp,30.2019996643,10.1893997192,30.9648581299,1023.91371053,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
9,3760453805.3,9,3.44018006325,empty,empty,3760477644.41,3760477644.43,3760453807.0,3760453805.3,port_timestamp,30.4020004272,10.3227996826,30.9625301536,1023.89075669,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
10,3760461008.11,9,3.43883991241,empty,empty,3760477644.41,3760477644.43,3760461009.0,3760461008.11,port_timestamp,29.3449993134,10.3136997223,30.9573330304,1023.88342829,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
11,3760468205.78,9,3.43824005127,empty,empty,3760477644.42,3760477644.43,3760468207.0,3760468205.78,port_timestamp,28.0489997864,10.3086996078,30.9561397036,1023.87746578,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
12,3760475406.43,9,3.43646001816,empty,empty,3760477648.64,3760477649.23,3760475408.0,3760475406.43,port_timestamp,28.563999176,10.2860002518,30.9574838532,1023.88460303,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
13,3760482604.64,9,3.43595004082,empty,empty,3760521815.86,3760521815.93,3760482606.0,3760482604.64,port_timestamp,29.3220005035,10.2764997482,30.9601695757,1023.89169691,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
14,3760489806.58,9,3.4383699894,empty,empty,3760521815.86,3760521815.93,3760489807.0,3760489806.58,port_timestamp,29.861000061,10.3017997742,30.9625676185,1023.8918133,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
