obs,time,deployment,conductivity,date_time_string,dcl_controller_timestamp,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,temp,practical_salinity,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
0,3758041807.49,9,3.0867600441,empty,empty,3758057873.47,3758057873.49,3758041801.0,3758041807.49,port_timestamp,7.41300010681,9.17399978638,28.3595111042,1021.93576228,29,13,29,13,29,13,29,5,29,5,47.13475,-124.27115
1,3758049007.47,9,3.08215999603,empty,empty,3758057873.47,3758057873.49,3758049001.0,3758049007.47,port_timestamp,6.83400011063,9.16759967804,28.3181245659,1021.90172964,29,13,29,13,29,13,29,5,29,5,47.13475,-124.27115
2,3758056207.44,9,3.08295989037,empty,empty,3758057876.53,3758057876.85,3758056201.0,3758056207.44,port_timestamp,7.41599988937,9.16919994354,28.324744897,1021.90932484,29,13,29,13,29,13,29,5,29,5,47.13475,-124.27115
3,3758063407.5,9,3.07231998444,empty,empty,3758081032.79,3758081032.81,3758063401.0,3758063407.5,port_timestamp,7.12200021744,9.29030036926,28.1214262477,1021.73131051,29,13,29,13,29,13,29,5,29,5,47.13475,-124.27115
4,3758070607.5,9,3.05032992363,empty,empty,3758081032.79,3758081032.81,3758070601.0,3758070607.5,port_timestamp,7.17999982834,9.29339981079,27.8967462691,1021.55568514,29,13,29,13,29,13,29,5,29,5,47.13475,-124.27115
5,3758077807.5,9,3.05926990509,empty,empty,3758081032.79,3758081032.81,3758077801.0,3758077807.5,port_timestamp,7.05000019073,9.38469982147,27.9158355087,1021.55647212,29,13,29,13,29,13,29,5,29,5,47.13475,-124.27115
6,3758085007.5,9,3.04119992256,empty,empty,3758101996.22,3758101996.23,3758085001.0,3758085007.5,port_timestamp,7.38500022888,9.34609985352,27.763562237,1021.44486015,29,13,29,13,29,13,29,5,29,5,47.13475,-124.27115
7,3758092207.5,9,2.99842000008,empty,empty,3758101996.22,3758101996.23,3758092201.0,3758092207.5,port_timestamp,7.37300014496,9.32929992676,27.3455539557,1021.12098397,29,13,29,13,29,13,29,5,29,5,47.13475,-124.27115
8,3758099407.5,9,2.97152996063,empty,empty,3758101996.22,3758101996.23,3758099401.0,3758099407.5,port_timestamp,7.14499998093,9.27610015869,27.1154161404,1020.94806945,29,13,29,13,29,13,29,5,29,5,47.13475,-124.27115
9,3758106607.5,9,2.96474003792,empty,empty,3758123032.82,3758123032.89,3758106601.0,3758106607.5,port_timestamp,7.22599983215,9.26609992981,27.0545953705,1020.90241542,29,13,29,13,29,13,29,5,29,5,47.13475,-124.27115
10,3758113807.5,9,2.96409988403,empty,empty,3758123032.82,3758123032.89,3758113801.0,3758113807.5,port_timestamp,7.17999982834,9.26910018921,27.0458999271,1020.89498079,29,13,29,13,29,13,29,5,29,5,47.13475,-124.27115
11,3758121007.5,9,2.96660995483,empty,empty,3758123032.82,3758123032.89,3758121001.0,3758121007.5,port_timestamp,6.86800003052,9.28639984131,27.0582010281,1020.90063916,29,13,29,13,29,13,29,5,29,5,47.13475,-124.27115
12,3758128207.5,9,2.97006011009,empty,empty,3758144009.36,3758144009.37,3758128201.0,3758128207.5,port_timestamp,7.38500022888,9.29279994965,27.0878816569,1020.92524165,29,13,29,13,29,13,29,5,29,5,47.13475,-124.27115
13,3758135407.5,9,2.97680997849,empty,empty,3758144009.36,3758144009.37,3758135401.0,3758135407.5,port_timestamp,7.21999979019,9.32520008087,27.1313083323,1020.95365555,29,13,29,13,29,13,29,5,29,5,47.13475,-124.27115
