obs,time,deployment,conductivity,date_time_string,dcl_controller_timestamp,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,temp,practical_salinity,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
0,3760561808.24,9,3.45937991142,empty,empty,3760563791.01,3760563793.62,3760561810.0,3760561808.24,port_timestamp,28.3999996185,10.560500145,30.9524475879,1023.83410341,29,13,29,29,29,29,29,29,29,29,47.13475,-124.27115
1,3760569005.64,9,3.46109008789,empty,empty,3760607942.26,3760607942.28,3760569006.0,3760569005.64,port_timestamp,28.7800006866,10.5808000565,30.9520464971,1023.83208726,29,13,29,29,29,29,29,29,29,29,47.13475,-124.27115
2,3760576206.33,9,3.46076011658,empty,empty,3760607942.26,3760607942.28,3760576207.0,3760576206.33,port_timestamp,29.8360004425,10.5785999298,30.950203854,1023.83579472,29,13,29,29,29,29,29,29,29,29,47.13475,-124.27115
3,3760583405.32,9,3.46228003502,empty,empty,3760607942.26,3760607942.28,3760583407.0,3760583405.32,port_timestamp,30.3229999542,10.5965995789,30.9498196748,1023.83466615,29,13,29,29,29,29,29,29,29,29,47.13475,-124.27115
4,3760590607.05,9,3.46239995956,empty,empty,3760607942.26,3760607942.28,3760590607.0,3760590607.05,port_timestamp,29.8899993896,10.5991001129,30.9490695048,1023.83169684,29,13,29,29,29,29,29,29,29,29,47.13475,-124.27115
5,3760597805.83,9,3.46144008636,empty,empty,3760607942.26,3760607942.28,3760597806.0,3760597805.83,port_timestamp,29.3390007019,10.5893001556,30.9480834189,1023.83009399,29,13,29,29,29,29,29,29,29,29,47.13475,-124.27115
6,3760605005.41,9,3.46217989922,empty,empty,3760607942.26,3760607942.28,3760605007.0,3760605005.41,port_timestamp,29.2140007019,10.5986003876,30.9475875547,1023.82757379,29,13,29,29,29,29,29,29,29,29,47.13475,-124.27115
7,3760612206.07,9,3.46360993385,empty,empty,3760649914.4,3760649914.42,3760612207.0,3760612206.07,port_timestamp,29.3260002136,10.6162004471,30.9468060183,1023.82449878,29,13,29,29,29,29,29,29,29,29,47.13475,-124.27115
8,3760619405.87,9,3.4632499218,empty,empty,3760649914.4,3760649914.42,3760619407.0,3760619405.87,port_timestamp,30.281999588,10.6120996475,30.9463184075,1023.82913689,29,13,29,29,29,29,29,29,29,29,47.13475,-124.27115
9,3760626607.29,9,3.46179008484,empty,empty,3760649914.4,3760649914.42,3760626609.0,3760626607.29,port_timestamp,30.7770004272,10.5958995819,30.9453679743,1023.83338006,29,13,29,29,29,29,29,29,29,29,47.13475,-124.27115
10,3760633805.83,9,3.46052002907,empty,empty,3760649914.4,3760649914.42,3760633807.0,3760633805.83,port_timestamp,30.1480007172,10.5815000534,30.9452352726,1023.83285073,29,13,29,29,29,29,29,29,29,29,47.13475,-124.27115
11,3760641004.23,9,3.45851993561,empty,empty,3760649914.4,3760649914.42,3760641005.0,3760641004.23,port_timestamp,28.9409999847,10.5593004227,30.9447022843,1023.83072012,29,13,29,29,29,29,29,29,29,29,47.13475,-124.27115
12,3760648205.12,9,3.45651006699,empty,empty,3760649918.2,3760649918.28,3760648206.0,3760648205.12,port_timestamp,28.2919998169,10.5366001129,30.9442697601,1023.83127036,29,13,29,29,29,29,29,29,29,29,47.13475,-124.27115
13,3760655404.63,9,3.45462989807,empty,empty,3760736005.12,3760736005.14,3760655406.0,3760655404.63,port_timestamp,28.8869991302,10.5143003464,30.9442664704,1023.83770355,29,13,29,29,29,29,29,29,29,29,47.13475,-124.27115
14,3760662606.54,9,3.45589995384,empty,empty,3760736005.12,3760736005.14,3760662608.0,3760662606.54,port_timestamp,29.3530006409,10.5295000076,30.9437943183,1023.83688833,29,13,29,29,29,29,29,29,29,29,47.13475,-124.27115
15,3760669808.12,9,3.45449995995,empty,empty,3760736005.12,3760736005.14,3760669809.0,3760669808.12,port_timestamp,30.1779994965,10.5134000778,30.9432062627,1023.84286749,29,13,29,29,29,29,29,29,29,29,47.13475,-124.27115
16,3760677004.82,9,3.45378994942,empty,empty,3760736005.12,3760736005.14,3760677006.0,3760677004.82,port_timestamp,30.563999176,10.5045003891,30.9435450219,1023.84637835,29,13,29,29,29,29,29,29,29,29,47.13475,-124.27115
