obs,time,deployment,conductivity,date_time_string,dcl_controller_timestamp,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,temp,practical_salinity,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
0,3759006606.18,9,3.12518000603,empty,empty,3759009414.38,3759009414.58,3759006607.0,3759006606.18,port_timestamp,29.6200008392,8.43550014496,29.3452723915,1022.91503225,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
1,3759013806.97,9,3.10706996918,empty,empty,3759030407.86,3759030407.88,3759013807.0,3759013806.97,port_timestamp,30.0769996643,8.30650043488,29.2640578503,1022.87174035,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
2,3759021005.58,9,3.08717989922,empty,empty,3759030407.86,3759030407.88,3759021006.0,3759021005.58,port_timestamp,29.8819999695,8.22949981689,29.120799203,1022.76939469,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
3,3759028206.2,9,3.0663599968,empty,empty,3759030407.86,3759030407.88,3759028207.0,3759028206.2,port_timestamp,29.3320007324,8.11050033569,29.0021555103,1022.6903828,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
4,3759035406.81,9,3.08017992973,empty,empty,3759051438.33,3759051438.35,3759035407.0,3759035406.81,port_timestamp,29.5599994659,8.36200046539,28.9388276192,1022.60688983,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
5,3759042608.46,9,3.07519006729,empty,empty,3759051438.33,3759051438.35,3759042609.0,3759042608.46,port_timestamp,29.7250003815,8.27820014954,28.9557804364,1022.6326345,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
6,3759049808.1,9,3.07610011101,empty,empty,3759051438.33,3759051438.35,3759049809.0,3759049808.1,port_timestamp,30.6819992065,8.31610012054,28.9336869083,1022.61444065,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
7,3759057006.08,9,3.05303001404,empty,empty,3759074521.6,3759074521.61,3759057007.0,3759057006.08,port_timestamp,30.9589996338,8.18290042877,28.802765733,1022.53166067,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
8,3759064207.23,9,3.07598996162,empty,empty,3759074521.6,3759074521.61,3759064208.0,3759064207.23,port_timestamp,30.3400001526,8.543800354,28.7465430525,1022.43431561,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
9,3759071407.17,9,3.14734005928,empty,empty,3759074521.6,3759074521.61,3759071408.0,3759071407.17,port_timestamp,29.0839996338,9.50380039215,28.7010060744,1022.25186927,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
