obs,time,deployment,conductivity,date_time_string,dcl_controller_timestamp,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,temp,practical_salinity,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
0,3760216209.0,9,3.01744008064,empty,empty,3760219301.7,3760219304.9,3760216204.0,3760216209.0,port_timestamp,1.47300004959,8.00879955292,28.5857100461,1022.2499915,29,13,29,13,29,13,29,5,29,5,47.13475,-124.27115
1,3760227008.62,9,3.01600003242,empty,empty,3760391530.73,3760391530.75,3760227003.0,3760227008.62,port_timestamp,1.46399998665,7.9671998024,28.6046134541,1022.27037116,29,13,29,13,29,13,29,5,29,5,47.13475,-124.27115
2,3760237810.18,9,3.01028990746,empty,empty,3760391530.73,3760391530.75,3760237805.0,3760237810.18,port_timestamp,1.44900000095,7.8843998909,28.6124749748,1022.28755728,29,13,29,13,29,13,29,5,29,5,47.13475,-124.27115
3,3760248608.14,9,3.01231002808,empty,empty,3760391530.73,3760391530.75,3760248603.0,3760248608.14,port_timestamp,1.44900000095,7.93550014496,28.5918662052,1022.26456052,29,13,29,13,29,13,29,5,29,5,47.13475,-124.27115
4,3760259409.95,9,2.99889993668,empty,empty,3760391530.73,3760391530.75,3760259405.0,3760259409.95,port_timestamp,1.44099998474,7.72590017319,28.622626178,1022.31650068,29,13,29,13,29,13,29,5,29,5,47.13475,-124.27115
5,3760270210.49,9,2.99790000916,empty,empty,3760391530.73,3760391530.75,3760270205.0,3760270210.49,port_timestamp,1.42999994755,7.75409984589,28.5889669486,1022.28632122,29,13,29,13,29,13,29,5,29,5,47.13475,-124.27115
6,3760281009.02,9,3.00001001358,empty,empty,3760391530.73,3760391530.75,3760281004.0,3760281009.02,port_timestamp,1.43400001526,7.73040008545,28.6306317015,1022.32215758,29,13,29,13,29,13,29,5,29,5,47.13475,-124.27115
7,3760291808.53,9,3.00487995148,empty,empty,3760391530.73,3760391530.75,3760291803.0,3760291808.53,port_timestamp,1.43799996376,7.70459985733,28.7031880505,1022.38251204,29,13,29,13,29,13,29,5,29,5,47.13475,-124.27115
8,3760302608.88,9,3.0192899704,empty,empty,3760391552.45,3760391557.93,3760302604.0,3760302608.88,port_timestamp,1.44500005245,7.77769994736,28.7947973038,1022.44476636,29,13,29,13,29,13,29,5,29,5,47.13475,-124.27115
9,3760313410.42,9,3.02171993256,empty,empty,3760391552.45,3760391557.93,3760313405.0,3760313410.42,port_timestamp,1.45200002193,7.74469995499,28.8476668704,1022.49065893,29,13,29,13,29,13,29,5,29,5,47.13475,-124.27115
10,3760324209.72,9,3.01409006119,empty,empty,3760391552.45,3760391557.93,3760324205.0,3760324209.72,port_timestamp,1.45599997044,7.61630010605,28.8734602253,1022.52784193,29,13,29,13,29,13,29,5,29,5,47.13475,-124.27115
11,3760335008.23,9,3.02118992805,empty,empty,3760391552.45,3760391557.93,3760335003.0,3760335008.23,port_timestamp,1.4620000124,7.64449977875,28.9251351378,1022.56473146,29,13,29,13,29,13,29,5,29,5,47.13475,-124.27115
12,3760345807.77,9,3.03542995453,empty,empty,3760391552.45,3760391557.93,3760345803.0,3760345807.77,port_timestamp,1.47300004959,7.77400016785,28.9679115132,1022.58121915,29,13,29,13,29,13,29,5,29,5,47.13475,-124.27115
13,3760356611.41,9,3.03437995911,empty,empty,3760391552.45,3760391557.93,3760356606.0,3760356611.41,port_timestamp,1.46700000763,7.73339986801,28.9905746575,1022.60437123,29,13,29,13,29,13,29,5,29,5,47.13475,-124.27115
14,3760367408.48,9,3.03374004364,empty,empty,3760391552.45,3760391557.93,3760367403.0,3760367408.48,port_timestamp,1.46700000763,7.71789979935,28.9967116452,1022.61124295,29,13,29,13,29,13,29,5,29,5,47.13475,-124.27115
15,3760378208.92,9,3.03637003899,empty,empty,3760391552.45,3760391557.93,3760378204.0,3760378208.92,port_timestamp,1.46399998665,7.74450016022,29.0023446474,1022.61212023,29,13,29,13,29,13,29,5,29,5,47.13475,-124.27115
