obs,time,deployment,conductivity,date_time_string,dcl_controller_timestamp,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,temp,practical_salinity,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
0,3758142607.52,9,2.98898005486,empty,empty,3758144017.55,3758144017.73,3758142601.0,3758142607.52,port_timestamp,7.20800018311,9.40299987793,27.1946186009,1020.99160058,29,29,29,29,29,29,29,29,29,21,47.13475,-124.27115
1,3758149807.51,9,2.99703001976,empty,empty,3758167121.07,3758167121.08,3758149801.0,3758149807.51,port_timestamp,7.23600006104,9.40530014038,27.2736988264,1021.05310167,29,29,29,29,29,29,29,29,29,21,47.13475,-124.27115
2,3758157007.51,9,3.00663995743,empty,empty,3758167121.07,3758167121.08,3758157001.0,3758157007.51,port_timestamp,7.15799999237,9.42290019989,27.3568350881,1021.11502463,29,29,29,29,29,29,29,29,29,21,47.13475,-124.27115
3,3758164207.51,9,3.01175999641,empty,empty,3758167121.07,3758167121.08,3758164201.0,3758164207.51,port_timestamp,7.03499984741,9.44169998169,27.3939464462,1021.14064135,29,29,29,29,29,29,29,29,29,21,47.13475,-124.27115
4,3758171407.51,9,3.02053999901,empty,empty,3758188179.21,3758188179.23,3758171401.0,3758171407.51,port_timestamp,7.22599983215,9.46679973602,27.4628254917,1021.19153916,29,29,29,29,29,29,29,29,29,21,47.13475,-124.27115
5,3758178607.51,9,3.02583003044,empty,empty,3758188179.21,3758188179.23,3758178601.0,3758178607.51,port_timestamp,7.14300012589,9.45320034027,27.5263930913,1021.24278106,29,29,29,29,29,29,29,29,29,21,47.13475,-124.27115
6,3758185807.51,9,3.02185988426,empty,empty,3758188179.21,3758188179.23,3758185801.0,3758185807.51,port_timestamp,7.4279999733,9.29950046539,27.6045758761,1021.32781185,29,29,29,29,29,29,29,29,29,21,47.13475,-124.27115
7,3758193007.51,9,3.00856995583,empty,empty,3758274247.33,3758274247.35,3758193001.0,3758193007.51,port_timestamp,6.63899993896,9.16930007935,27.571126128,1021.31712146,29,29,29,29,29,29,29,29,29,21,47.13475,-124.27115
8,3758200207.51,9,3.01461005211,empty,empty,3758274247.33,3758274247.35,3758200201.0,3758200207.51,port_timestamp,7.4390001297,9.10830020905,27.6791950074,1021.41405155,29,29,29,29,29,29,29,29,29,21,47.13475,-124.27115
9,3758207407.52,9,3.01830005646,empty,empty,3758274247.33,3758274247.35,3758207401.0,3758207407.52,port_timestamp,7.21600008011,9.14319992065,27.6895923796,1021.41608386,29,29,29,29,29,29,29,29,29,21,47.13475,-124.27115
10,3758214607.53,9,3.02413988113,empty,empty,3758274247.33,3758274247.35,3758214601.0,3758214607.53,port_timestamp,7.13899993896,9.15079975128,27.7428685661,1021.45623826,29,29,29,29,29,29,29,29,29,21,47.13475,-124.27115
11,3758221807.51,9,3.0342900753,empty,empty,3758274247.33,3758274247.35,3758221801.0,3758221807.51,port_timestamp,7.03000020981,9.24960041046,27.7688410101,1021.46157595,29,29,29,29,29,29,29,29,29,21,47.13475,-124.27115
12,3758229007.51,9,3.0605700016,empty,empty,3758274255.77,3758274257.37,3758229001.0,3758229007.51,port_timestamp,7.25199985504,9.53439998627,27.8125587618,1021.45444471,29,29,29,29,29,29,29,29,29,21,47.13475,-124.27115
13,3758236207.51,9,3.09298992157,empty,empty,3758274255.77,3758274257.37,3758236201.0,3758236207.51,port_timestamp,7.19000005722,9.88199996948,27.8679705715,1021.44454466,29,29,29,29,29,29,29,29,29,21,47.13475,-124.27115
14,3758243407.51,9,3.08753991127,empty,empty,3758274255.77,3758274257.37,3758243401.0,3758243407.51,port_timestamp,6.77099990845,9.73680019379,27.926050903,1021.51015899,29,29,29,29,29,29,29,29,29,21,47.13475,-124.27115
15,3758250607.51,9,3.05270004272,empty,empty,3758274255.77,3758274257.37,3758250601.0,3758250607.51,port_timestamp,6.82800006866,9.20590019226,27.9892416281,1021.63918554,29,29,29,29,29,29,29,29,29,21,47.13475,-124.27115
16,3758257807.52,9,3.04081988335,empty,empty,3758274255.77,3758274257.37,3758257801.0,3758257807.52,port_timestamp,7.12799978256,9.01710033417,28.0167467127,1021.68957637,29,29,29,29,29,29,29,29,29,21,47.13475,-124.27115
17,3758265007.51,9,3.04962992668,empty,empty,3758274255.77,3758274257.37,3758265001.0,3758265007.51,port_timestamp,7.11499977112,9.10680007935,28.0357657513,1021.69134091,29,29,29,29,29,29,29,29,29,21,47.13475,-124.27115
18,3758272207.52,9,3.04007005692,empty,empty,3758274255.77,3758274257.37,3758272201.0,3758272207.52,port_timestamp,7.42100000381,8.9358997345,28.0729728264,1021.74658885,29,29,29,29,29,29,29,29,29,21,47.13475,-124.27115
19,3758279407.52,9,3.06309008598,empty,empty,3758339330.36,3758339330.37,3758279401.0,3758279407.52,port_timestamp,7.22200012207,9.27869987488,28.0371696026,1021.66769195,29,29,29,29,29,29,29,29,29,21,47.13475,-124.27115
20,3758286607.62,9,3.13754010201,empty,empty,3758339330.36,3758339330.37,3758286601.0,3758286607.62,port_timestamp,7.31599998474,10.2489004135,28.026536726,1021.51137729,29,29,29,29,29,29,29,29,29,21,47.13475,-124.27115
21,3758293807.72,9,3.13926005363,empty,empty,3758339330.36,3758339330.37,3758293801.0,3758293807.72,port_timestamp,7.25299978256,10.2760000229,28.0226394392,1021.50376413,29,29,29,29,29,29,29,29,29,21,47.13475,-124.27115
22,3758301007.58,9,3.10974001884,empty,empty,3758339330.36,3758339330.37,3758301001.0,3758301007.58,port_timestamp,7.23099994659,9.85439968109,28.056195782,1021.59569963,29,29,29,29,29,29,29,29,29,21,47.13475,-124.27115
23,3758308207.56,9,3.09541988373,empty,empty,3758339330.36,3758339330.37,3758308201.0,3758308207.56,port_timestamp,7.09999990463,9.65779972076,28.0661843606,1021.6329713,29,29,29,29,29,29,29,29,29,21,47.13475,-124.27115
