obs,time,deployment,conductivity,date_time_string,dcl_controller_timestamp,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,temp,practical_salinity,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
0,3759352207.56,9,2.86917996407,empty,empty,3759353909.25,3759353913.79,3759352201.0,3759352207.56,port_timestamp,7.34700012207,8.10869979858,26.9609299321,1020.99033966,29,13,29,13,29,13,29,13,29,13,47.13475,-124.27115
1,3759363007.56,9,2.87713003159,empty,empty,3759419032.91,3759419032.98,3759363001.0,3759363007.56,port_timestamp,6.98500013351,8.18939971924,26.9813679279,1020.99397912,29,13,29,13,29,13,29,13,29,13,47.13475,-124.27115
2,3759373807.56,9,2.87965011597,empty,empty,3759419032.91,3759419032.98,3759373801.0,3759373807.56,port_timestamp,7.33199977875,8.17140007019,27.0211207065,1021.02910504,29,13,29,13,29,13,29,13,29,13,47.13475,-124.27115
3,3759384607.58,9,2.89152002335,empty,empty,3759419032.91,3759419032.98,3759384601.0,3759384607.58,port_timestamp,7.4310002327,8.29269981384,27.0504443747,1021.03630168,29,13,29,13,29,13,29,13,29,13,47.13475,-124.27115
4,3759395407.56,9,2.90144991875,empty,empty,3759419032.91,3759419032.98,3759395401.0,3759395407.56,port_timestamp,7.53800010681,8.41549968719,27.0583953738,1021.0264202,29,13,29,13,29,13,29,13,29,13,47.13475,-124.27115
5,3759406207.56,9,2.92214989662,empty,empty,3759419032.91,3759419032.98,3759406201.0,3759406207.56,port_timestamp,7.61999988556,8.68400001526,27.0649894464,1020.99506954,29,13,29,13,29,13,29,13,29,13,47.13475,-124.27115
6,3759417007.56,9,2.89985990524,empty,empty,3759419032.91,3759419032.98,3759417001.0,3759417007.56,port_timestamp,7.49800014496,8.38039970398,27.0689894037,1021.03929043,29,13,29,13,29,13,29,13,29,13,47.13475,-124.27115
7,3759427807.56,9,2.85484004021,empty,empty,3759440001.92,3759440001.94,3759427801.0,3759427807.56,port_timestamp,7.40500020981,7.78739976883,27.0596441655,1021.10988767,29,13,29,13,29,13,29,13,29,13,47.13475,-124.27115
8,3759438607.56,9,2.86017990112,empty,empty,3759440009.3,3759440010.25,3759438601.0,3759438607.56,port_timestamp,7.58599996567,7.83199977875,27.0807588442,1021.12152394,29,13,29,13,29,13,29,13,29,13,47.13475,-124.27115
9,3759449407.57,9,2.85265994072,empty,empty,3759463120.21,3759463120.23,3759449401.0,3759449407.57,port_timestamp,7.44799995422,7.73670005798,27.0761588298,1021.1295503,29,13,29,13,29,13,29,13,29,13,47.13475,-124.27115
10,3759460207.56,9,2.8432199955,empty,empty,3759463120.21,3759463120.23,3759460201.0,3759460207.56,port_timestamp,7.35300016403,7.59759998322,27.0853757836,1021.1540652,29,13,29,13,29,13,29,13,29,13,47.13475,-124.27115
11,3759471007.56,9,2.8407599926,empty,empty,3759505128.22,3759505128.24,3759471001.0,3759471007.56,port_timestamp,7.46799993515,7.56549978256,27.0844818805,1021.15795296,29,13,29,13,29,13,29,13,29,13,47.13475,-124.27115
12,3759481807.56,9,2.84545993805,empty,empty,3759505128.22,3759505128.24,3759481801.0,3759481807.56,port_timestamp,7.33400011063,7.63509988785,27.0797172048,1021.14478179,29,13,29,13,29,13,29,13,29,13,47.13475,-124.27115
13,3759492607.57,9,2.85911989212,empty,empty,3759505128.22,3759505128.24,3759492601.0,3759492607.57,port_timestamp,7.52899980545,7.74380016327,27.1381861159,1021.17766016,29,13,29,13,29,13,29,13,29,13,47.13475,-124.27115
14,3759503407.59,9,2.85494995117,empty,empty,3759505128.22,3759505128.24,3759503401.0,3759503407.59,port_timestamp,7.67500019073,7.76170015335,27.0806145922,1021.13088247,29,13,29,13,29,13,29,13,29,13,47.13475,-124.27115
15,3759514207.58,9,2.83431005478,empty,empty,3759528251.11,3759528251.13,3759514201.0,3759514207.58,port_timestamp,7.53999996185,7.47749996185,27.0851775185,1021.16989706,29,13,29,13,29,13,29,13,29,13,47.13475,-124.27115
