obs,time,deployment,conductivity,date_time_string,dcl_controller_timestamp,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,temp,practical_salinity,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
0,3758488209.22,9,3.02476000786,empty,empty,3758490581.4,3758490582.6,3758488204.0,3758488209.22,port_timestamp,1.48699998856,7.79460000992,28.8384295516,1022.47694784,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
1,3758495409.68,9,2.9900200367,empty,empty,3758555690.93,3758555690.95,3758495404.0,3758495409.68,port_timestamp,1.49000000954,7.64489984512,28.595453766,1022.30603006,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
2,3758502608.61,9,3.00958991051,empty,empty,3758555690.93,3758555690.95,3758502603.0,3758502608.61,port_timestamp,1.50699996948,7.82170009613,28.6564869468,1022.33069704,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
3,3758509809.36,9,3.004529953,empty,empty,3758555690.93,3758555690.96,3758509804.0,3758509809.36,port_timestamp,1.50300002098,7.74790000916,28.6638471426,1022.34622961,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
4,3758517010.11,9,2.99943995476,empty,empty,3758555690.93,3758555690.96,3758517005.0,3758517010.11,port_timestamp,1.50899994373,7.74259996414,28.6145822817,1022.30830044,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
5,3758524209.19,9,2.98170995712,empty,empty,3758555690.93,3758555690.96,3758524204.0,3758524209.19,port_timestamp,1.50600004196,7.63749980927,28.5137872267,1022.24297026,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
6,3758531410.36,9,2.98098993301,empty,empty,3758555690.93,3758555690.96,3758531405.0,3758531410.36,port_timestamp,1.50600004196,7.61390018463,28.5255184791,1022.25525409,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
7,3758538608.06,9,2.98421001434,empty,empty,3758555690.93,3758555690.96,3758538603.0,3758538608.06,port_timestamp,1.50600004196,7.62370014191,28.5514951777,1022.27436755,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
8,3758545808.06,9,2.9692800045,empty,empty,3758555690.93,3758555690.96,3758545803.0,3758545808.06,port_timestamp,1.50100004673,7.48479986191,28.5075329367,1022.25782256,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
9,3758553008.06,9,2.97093009949,empty,empty,3758555690.93,3758555690.96,3758553003.0,3758553008.06,port_timestamp,1.5,7.48999977112,28.5207483624,1022.26752612,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
