obs,time,deployment,conductivity,date_time_string,dcl_controller_timestamp,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,temp,practical_salinity,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
0,3758488207.53,9,2.95822000504,empty,empty,3758490579.64,3758490579.66,3758488201.0,3758488207.53,port_timestamp,7.33099985123,7.78590011597,28.1434967709,1021.95979356,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
1,3758495407.53,9,2.96486997604,empty,empty,3758555690.33,3758555690.35,3758495401.0,3758495407.53,port_timestamp,7.617000103,7.84810018539,28.1630021795,1021.96821369,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
2,3758502607.53,9,2.95918989182,empty,empty,3758555690.33,3758555690.35,3758502601.0,3758502607.53,port_timestamp,7.47399997711,7.8220000267,28.1245293811,1021.94082547,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
3,3758509807.53,9,2.95543003082,empty,empty,3758555690.33,3758555690.35,3758509801.0,3758509807.53,port_timestamp,7.62200021744,7.77440023422,28.12335476,1021.94684209,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
4,3758517007.63,9,2.95399999619,empty,empty,3758555690.33,3758555690.35,3758517001.0,3758517007.63,port_timestamp,7.59999990463,7.76429986954,28.1164859776,1021.94267707,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
5,3758524207.6,9,2.94865989685,empty,empty,3758555690.33,3758555690.35,3758524201.0,3758524207.6,port_timestamp,7.57899999619,7.71379995346,28.1010709672,1021.93708987,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
6,3758531407.56,9,2.9434800148,empty,empty,3758555690.33,3758555690.35,3758531401.0,3758531407.56,port_timestamp,7.54799985886,7.66120004654,28.0889838019,1021.93430784,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
7,3758538607.53,9,2.94340991974,empty,empty,3758555690.33,3758555690.35,3758538601.0,3758538607.53,port_timestamp,7.42999982834,7.67070007324,28.0806366303,1021.92598113,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
8,3758545807.5,9,2.9363899231,empty,empty,3758555690.33,3758555690.35,3758545801.0,3758545807.5,port_timestamp,7.52099990845,7.57789993286,28.0814740091,1021.93906296,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
9,3758553007.46,9,2.93377995491,empty,empty,3758555690.33,3758555690.35,3758553001.0,3758553007.46,port_timestamp,7.42500019073,7.54780006409,28.0782681737,1021.93997735,29,29,29,29,29,29,29,29,29,29,47.13475,-124.27115
