obs,time,deployment,conductivity,date_time_string,dcl_controller_timestamp,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,temp,practical_salinity,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
0,3759870607.58,9,2.89268994331,empty,empty,3759872713.61,3759872714.96,3759870601.0,3759870607.58,port_timestamp,7.15299987793,7.95599985123,27.3234088762,1021.29359596,29,13,29,13,29,13,29,13,29,13,47.13475,-124.27115
1,3759881407.68,9,2.89274001122,empty,empty,3759916867.43,3759916867.45,3759881401.0,3759881407.68,port_timestamp,7.25600004196,7.87419986725,27.3878497945,1021.35529492,29,13,29,13,29,13,29,13,29,13,47.13475,-124.27115
2,3759892207.63,9,2.88813996315,empty,empty,3759916867.43,3759916867.45,3759892201.0,3759892207.63,port_timestamp,7.21099996567,7.8235001564,27.3795422558,1021.35517603,29,13,29,13,29,13,29,13,29,13,47.13475,-124.27115
3,3759903007.57,9,2.88351011276,empty,empty,3759916867.43,3759916867.45,3759903001.0,3759903007.57,port_timestamp,6.89599990845,7.76560020447,27.3766419013,1021.35895355,29,13,29,13,29,13,29,13,29,13,47.13475,-124.27115
4,3759913807.52,9,2.88326001167,empty,empty,3759916867.43,3759916867.45,3759913801.0,3759913807.52,port_timestamp,7.0609998703,7.74730014801,27.3883161055,1021.37123358,29,13,29,13,29,13,29,13,29,13,47.13475,-124.27115
5,3759924607.59,9,2.88157010078,empty,empty,3759958835.08,3759958835.09,3759924601.0,3759924607.59,port_timestamp,7.63800001144,7.71229982376,27.397866662,1021.38589448,29,13,29,13,29,13,29,13,29,13,47.13475,-124.27115
6,3759935407.59,9,2.87965011597,empty,empty,3759958835.08,3759958835.09,3759935401.0,3759935407.59,port_timestamp,7.5110001564,7.69339990616,27.3926386031,1021.38363852,29,13,29,13,29,13,29,13,29,13,47.13475,-124.27115
7,3759946207.59,9,2.88123011589,empty,empty,3759958835.08,3759958835.09,3759946201.0,3759946207.59,port_timestamp,7.46000003815,7.71029996872,27.3959464529,1021.38382541,29,13,29,13,29,13,29,13,29,13,47.13475,-124.27115
8,3759957007.59,9,2.88129997253,empty,empty,3759958840.82,3759958843.17,3759957001.0,3759957007.59,port_timestamp,7.38399982452,7.7171998024,27.3912882532,1021.37893317,29,13,29,13,29,13,29,13,29,13,47.13475,-124.27115
9,3759967807.59,9,2.87940001488,empty,empty,3760044968.95,3760044968.97,3759967801.0,3759967807.59,port_timestamp,7.30900001526,7.695499897,27.3884473494,1021.37914996,29,13,29,13,29,13,29,13,29,13,47.13475,-124.27115
10,3759978607.59,9,2.88176989555,empty,empty,3760044968.95,3760044968.97,3759978601.0,3759978607.59,port_timestamp,7.48500013351,7.72090005875,27.393266727,1021.38047399,29,13,29,13,29,13,29,13,29,13,47.13475,-124.27115
11,3759989407.59,9,2.89146995544,empty,empty,3760044968.95,3760044968.97,3759989401.0,3759989407.59,port_timestamp,7.23000001907,7.84130001068,27.4003803937,1021.3692885,29,13,29,13,29,13,29,13,29,13,47.13475,-124.27115
12,3760000207.59,9,2.91178011894,empty,empty,3760044968.95,3760044968.97,3760000201.0,3760000207.59,port_timestamp,7.51000022888,8.10830020905,27.4028542434,1021.33735237,29,13,29,13,29,13,29,13,29,13,47.13475,-124.27115
13,3760011007.59,9,2.89071011543,empty,empty,3760044968.95,3760044968.97,3760011001.0,3760011007.59,port_timestamp,7.6139998436,7.84840011597,27.3867226028,1021.35942321,29,13,29,13,29,13,29,13,29,13,47.13475,-124.27115
14,3760021807.59,9,2.89637994766,empty,empty,3760044968.95,3760044968.97,3760021801.0,3760021807.59,port_timestamp,7.33099985123,7.91900014877,27.3907120531,1021.35202517,29,13,29,13,29,13,29,13,29,13,47.13475,-124.27115
